Filler,Anova (p),Log^2 FX/Ctl,p-Value
g2759,0.58948487,0.392660719,0.229527337
g2760,0.58987273,-2.165304178,0.229241681
g2761,0.589901942,1.486176777,0.229220174
g2762,0.590062717,0.43740547,0.229101825
g2763,0.59019543,0.565743146,0.229004158
g2764,0.590326404,-1.537195821,0.228907791
g2765,0.590577011,0.888128217,0.228723463
g2766,0.590788212,-0.403625291,0.228568179
g2767,0.591074452,0.612150788,0.228357812
g2768,0.591696408,-0.322519745,0.227901067
g2769,0.591912956,-1.744661312,0.227742154
g2770,0.591943405,-3.526600978,0.227719814
g2771,0.591973215,-0.32404621,0.227697943
g2772,0.592070964,1.195609954,0.227626237
g2773,0.592106871,-0.600360598,0.227599899
g2774,0.59220535,0.325957805,0.227527674
g2775,0.592359874,1.955613993,0.227414368
g2776,0.592486006,-1.484553087,0.227321903
g2777,0.593058172,-0.093738058,0.226902705
g2778,0.593329298,-0.438597376,0.226704206
g2779,0.593424186,-0.255012563,0.226634757
g2780,0.593750209,-1.096792862,0.226396224
g2781,0.593855139,-0.41962947,0.226319481
g2782,0.593869002,-0.311842243,0.226309343
g2783,0.593982774,1.081401448,0.22622615
g2784,0.593985152,-0.407666748,0.226224411
g2785,0.594047396,-0.619961034,0.226178904
g2786,0.594068785,-0.517013234,0.226163267
g2787,0.594287063,-0.182510378,0.226003724
g2788,0.594869773,-1.306986702,0.225578098
g2789,0.594877048,-0.685138438,0.225572787
g2790,0.594930383,-0.511013226,0.225533851
g2791,0.595306055,-0.365968322,0.2252597
g2792,0.595504086,-0.336702031,0.225115254
g2793,0.595860015,-1.075191924,0.224855757
g2794,0.596000741,-0.157847089,0.2247532
g2795,0.596179011,0.546006865,0.224623318
g2796,0.59634044,-0.288745269,0.224505739
g2797,0.596674784,1.881749804,0.224262315
g2798,0.596966014,3.904326422,0.224050393
g2799,0.597058354,-0.303131583,0.223983221
g2800,0.597247726,0.613398247,0.223845495
g2801,0.597267875,0.28569977,0.223830844
g2802,0.597454674,1.330140319,0.223695037
g2803,0.59757245,-0.149187228,0.223609433
g2804,0.597736944,-0.651162996,0.223489901
g2805,0.597774323,0.832139018,0.223462744
g2806,0.597849751,0.299884621,0.223407947
g2807,0.597893527,-1.768604539,0.223376148
g2808,0.598006599,-0.499610301,0.223294024
g2809,0.598356312,1.803044218,0.223040123
g2810,0.599081922,-0.684573112,0.222513786
g2811,0.599243921,0.272530052,0.222396363
g2812,0.599340143,1.838398766,0.222326633
g2813,0.599396341,-1.228197463,0.222285913
g2814,0.599401878,-0.378244614,0.222281901
g2815,0.599580093,-0.382497857,0.222152795
g2816,0.5999616,0.506405701,0.221876545
g2817,0.600137187,-0.4435172,0.221749462
g2818,0.6001521,-1.651356784,0.22173867
g2819,0.600181425,0.39841146,0.22171745
g2820,0.600182489,1.728665192,0.22171668
g2821,0.600333121,-0.656140566,0.221607696
g2822,0.600661897,-0.384844531,0.221369917
g2823,0.60076531,2.435994159,0.221295153
g2824,0.60096413,-0.319672432,0.221151449
g2825,0.601060651,0.354501721,0.221081703
g2826,0.601072676,-0.384450338,0.221073014
g2827,0.601216122,1.304763591,0.220969382
g2828,0.601254224,-0.458723925,0.22094186
g2829,0.601334172,1.818214305,0.220884116
g2830,0.601380369,-1.306986702,0.220850753
g2831,0.601385741,0.437207397,0.220846873
g2832,0.601679821,-0.564671278,0.220634554
g2833,0.60170312,0.505794742,0.220617737
g2834,0.601710881,1.136267267,0.220612135
g2835,0.601782953,-0.375361746,0.220560119
g2836,0.60194878,-0.37190048,0.220440461
g2837,0.602124087,-0.552795633,0.220313999
g2838,0.602587299,1.465537706,0.219980026
g2839,0.602754812,0.460291565,0.219859314
g2840,0.602903001,0.297582426,0.219752554
g2841,0.602915804,2.527321688,0.219743332
g2842,0.603418538,-0.775811422,0.219381352
g2843,0.603773637,-1.655747663,0.219125854
g2844,0.603812284,-0.829024233,0.219098056
g2845,0.604567878,-0.602446237,0.218554932
g2846,0.604979729,0.339856112,0.218259177
g2847,0.605138295,4.280916603,0.218145363
g2848,0.605257189,-0.250440298,0.218060043
g2849,0.605983802,0.227678668,0.217538984
g2850,0.606116448,-0.533518337,0.217443931
g2851,0.606352981,-0.35826343,0.217274483
g2852,0.606494996,-0.50435073,0.217172778
g2853,0.606514587,2.026126547,0.21715875
g2854,0.606808909,-0.529405787,0.216948052
g2855,0.606876303,-0.191109779,0.21689982
g2856,0.607072503,-0.254595118,0.216759438
g2857,0.607203538,-0.638958977,0.216665707
g2858,0.60742145,-1.158576831,0.216509876
g2859,0.607607374,0.669981731,0.216376964
g2860,0.607747507,-1.689942673,0.216276814
g2861,0.607892469,0.257480322,0.216173237
g2862,0.608063052,-0.515227595,0.216051385
g2863,0.608230287,-0.17087258,0.215931958
g2864,0.608539542,2.759675441,0.215711197
g2865,0.60861214,0.192551773,0.215659389
g2866,0.608808494,-1.287538706,0.215519297
g2867,0.608853011,1.77637202,0.215487542
g2868,0.609048318,-2.367016226,0.215348252
g2869,0.609195785,0.334866559,0.21524311
g2870,0.609210181,-0.415237265,0.215232847
g2871,0.609776179,0.227523365,0.214829545
g2872,0.609821268,-0.305517109,0.214797433
g2873,0.609859082,-0.304248364,0.214770504
g2874,0.609862313,0.839751394,0.214768203
g2875,0.609877217,0.227523365,0.21475759
g2876,0.610099119,0.847737782,0.214599602
g2877,0.610196299,-2.753789611,0.214530431
g2878,0.610353558,-0.322490012,0.214418519
g2879,0.610447108,-0.285103457,0.214351959
g2880,0.610894372,-0.760365842,0.214033876
g2881,0.610952519,3.951262098,0.21399254
g2882,0.610972,-1.543963841,0.213978692
g2883,0.61097251,-0.219579715,0.21397833
g2884,0.610993011,-0.631248821,0.213963758
g2885,0.61109399,-0.352121314,0.213891987
g2886,0.611712218,0.633167766,0.213452845
g2887,0.61176199,-0.490490669,0.21341751
g2888,0.611829389,1.191544224,0.213369666
g2889,0.612028354,-0.294368021,0.213228457
g2890,0.612068077,0.845950949,0.213200271
g2891,0.612113236,0.694116975,0.213168229
g2892,0.612203677,-0.991335706,0.213104066
g2893,0.612214926,0.370616021,0.213096086
g2894,0.612368822,0.313575708,0.212986929
g2895,0.612771845,-1.987431397,0.212701197
g2896,0.613408067,-0.297299103,0.212250517
g2897,0.61379438,-0.467149565,0.211977092
g2898,0.614190025,0.105767745,0.211697241
g2899,0.614504647,-0.266778506,0.211474829
g2900,0.614515314,0.432633552,0.21146729
g2901,0.614679454,-0.498292029,0.211351303
g2902,0.614739395,-0.539964394,0.211308955
g2903,0.614908194,0.749046773,0.21118972
g2904,0.615170963,0.797035722,0.211004172
g2905,0.615229031,-1.065370085,0.21096318
g2906,0.615231338,-0.263557553,0.210961551
g2907,0.615450396,-0.552716526,0.210806945
g2908,0.61578879,-0.858957309,0.210568221
g2909,0.61612178,-0.064182267,0.210333439
g2910,0.616609534,-0.707306928,0.209989765
g2911,0.617926755,-0.580886542,0.209063
g2912,0.618012348,-0.573801826,0.209002848
g2913,0.618078094,-0.368803043,0.208956648
g2914,0.618153687,0.114027092,0.208903536
g2915,0.618289423,-0.632017379,0.208808183
g2916,0.618294538,-1.014035855,0.20880459
g2917,0.619053773,-0.170528046,0.208271625
g2918,0.619215052,1.428865712,0.208158495
g2919,0.619358529,0.48574533,0.208057877
g2920,0.619598183,0.939453756,0.207889864
g2921,0.619710781,-0.228437993,0.207810948
g2922,0.620014728,-0.372393825,0.207597994
g2923,0.620798259,0.382211911,0.20704951
g2924,0.620824291,-0.384813604,0.207031299
g2925,0.621226392,-1.335588621,0.206750102
g2926,0.621635011,1.542786874,0.206464534
g2927,0.621851854,-0.438169084,0.206313067
g2928,0.621977993,0.285917794,0.206224981
g2929,0.622396865,-0.066536554,0.205932604
g2930,0.622406325,-0.360978062,0.205926003
g2931,0.622471655,-0.254603856,0.20588042
g2932,0.622638657,-1.307508215,0.205763919
g2933,0.622801692,0.344761685,0.205650216
g2934,0.623065743,-0.303555324,0.205466126
g2935,0.623314881,0.422145027,0.205292505
g2936,0.62346627,0.723124757,0.205187037
g2937,0.62375076,-0.462953399,0.204988912
g2938,0.623868888,-0.481183069,0.204906672
g2939,0.624148395,-1.385273132,0.204712142
g2940,0.624248123,0.243340459,0.204642755
g2941,0.624337344,-0.450033559,0.204580687
g2942,0.624610979,-0.410767213,0.204390386
g2943,0.626110422,0.462286211,0.203349067
g2944,0.626294938,1.391774858,0.203221098
g2945,0.626599419,-0.332085436,0.203010012
g2946,0.626626963,0.233491021,0.202990922
g2947,0.626634671,0.079906931,0.20298558
g2948,0.626919425,-0.628110383,0.202788273
g2949,0.627016883,-1.891048014,0.202720765
g2950,0.627560719,-0.262193367,0.202344248
g2951,0.627600321,0.954335792,0.202316843
g2952,0.628013735,0.223037764,0.202030858
g2953,0.628665916,-0.262386844,0.201580085
g2954,0.628810256,0.477906506,0.201480383
g2955,0.628831373,-0.707850847,0.201465799
g2956,0.628999873,0.226385871,0.201349442
g2957,0.629035958,-0.687569136,0.201324528
g2958,0.629596338,1.250666249,0.200937807
g2959,0.629937147,0.103894921,0.200702781
g2960,0.630015007,0.144134117,0.200649105
g2961,0.630122765,-0.265623575,0.20057483
g2962,0.630270476,-0.371554334,0.200473036
g2963,0.630282106,-0.193268581,0.200465023
g2964,0.630639521,1.420526294,0.200218816
g2965,0.630754642,-0.252900643,0.200139545
g2966,0.630847079,-0.319410627,0.200075904
g2967,0.631809382,-0.087124791,0.199413929
g2968,0.632467342,-0.993604117,0.198961895
g2969,0.632510891,0.408299414,0.198931992
g2970,0.632991449,-0.280319333,0.198602157
g2971,0.633367191,-0.286626045,0.198344437
g2972,0.634036373,-0.113336734,0.197885827
g2973,0.634512004,-0.122118784,0.197560157
g2974,0.634603351,-0.107512413,0.197497639
g2975,0.634659506,-0.578750357,0.197459211
g2976,0.634663026,-1.208920293,0.197456802
g2977,0.634691524,-0.243902415,0.197437301
g2978,0.634942635,-0.34235326,0.19726551
g2979,0.635211676,-0.218188054,0.197081528
g2980,0.635332914,0.64330929,0.196998645
g2981,0.635592864,0.927010295,0.196820987
g2982,0.635608969,0.022333999,0.196809983
g2983,0.635731913,-0.100537389,0.196725987
g2984,0.636166235,-0.542480028,0.196429385
g2985,0.636349279,1.022476847,0.196304444
g2986,0.636369806,-0.40428579,0.196290435
g2987,0.636636781,0.221956676,0.196108274
g2988,0.637161209,-0.23544634,0.195750672
g2989,0.637190171,0.281691925,0.195730932
g2990,0.637236907,2.731659196,0.195699079
g2991,0.637424485,-0.230651626,0.195571258
g2992,0.63755526,-0.217335992,0.195482167
g2993,0.637998496,-1.494530369,0.195180345
g2994,0.63816393,0.426636651,0.195067746
g2995,0.638173748,-0.317177376,0.195061065
g2996,0.638660007,-1.290066038,0.194730279
g2997,0.639048813,1.629075529,0.194465967
g2998,0.640216625,-0.018423834,0.193673052
g2999,0.640218264,-1.947826299,0.193671941
g3000,0.640491465,0.218934116,0.193486653
g3001,0.640554008,-0.434938765,0.193444247
g3002,0.64067767,1.962758969,0.193360413
g3003,0.641143598,0.151266188,0.19304469
g3004,0.641660889,1.345825473,0.192694431
g3005,0.642260445,0.447474248,0.192288824
g3006,0.642326502,-0.857205033,0.192244159
g3007,0.642648063,-0.709647881,0.192026797
g3008,0.642818733,-0.675679094,0.191911476
g3009,0.642971082,0.582820767,0.191808559
g3010,0.643125913,0.746404627,0.191703991
g3011,0.64319019,0.442986061,0.191660588
g3012,0.643683556,-0.433758615,0.191327586
g3013,0.643851483,-0.234534064,0.1912143
g3014,0.644095556,-0.264838198,0.191049697
g3015,0.644299264,-0.285521433,0.190912365
g3016,0.644433059,0.693162465,0.190822189
g3017,0.644601454,-0.263541858,0.190708719
g3018,0.644602873,0.446686625,0.190707763
g3019,0.644816582,-0.242647312,0.190563803
g3020,0.645056559,-1.40166412,0.190402204
g3021,0.645116133,0.451044566,0.190362097
g3022,0.645117528,0.203573892,0.190361158
g3023,0.645437272,-0.282665659,0.190145959
g3024,0.645671931,-0.483823035,0.189988093
g3025,0.645849073,0.767660469,0.189868959
g3026,0.646082446,0.335355408,0.189712059
g3027,0.646175646,1.23710363,0.189649414
g3028,0.646809427,-0.241782823,0.189223659
g3029,0.646877889,-0.421277068,0.189177693
g3030,0.646929424,-0.575357439,0.189143096
g3031,0.646962026,-0.734472516,0.18912121
g3032,0.647395081,-1.12554283,0.188830605
g3033,0.647840432,0.189446717,0.188531951
g3034,0.648642878,-2.294539162,0.187994346
g3035,0.648890846,-1.174915154,0.187828352
g3036,0.648925086,0.406894204,0.187805437
g3037,0.649291147,-0.195552357,0.187560519
g3038,0.649503598,0.294338515,0.187418439
g3039,0.64982633,0.418698826,0.187202696
g3040,0.649907606,0.124722644,0.18714838
g3041,0.649935592,-0.523498372,0.187129679
g3042,0.650593995,0.559489849,0.18668995
g3043,0.650686472,0.36800021,0.186628222
g3044,0.651065948,2.836059742,0.186375018
g3045,0.65150653,0.190364073,0.186081227
g3046,0.65161327,-0.238371609,0.18601008
g3047,0.652393733,1.825513843,0.18549022
g3048,0.652467128,0.341148027,0.185441364
g3049,0.652616488,-0.198310538,0.185341958
g3050,0.652814721,-0.562484805,0.185210061
g3051,0.653328982,-1.837008665,0.184868076
g3052,0.653462383,-0.385963286,0.184779408
g3053,0.653488277,-0.057118129,0.184762199
g3054,0.653643862,-1.54553002,0.184658813
g3055,0.654217686,0.331151855,0.184277719
g3056,0.654436845,-1.086213679,0.184132258
g3057,0.654843603,1.072435335,0.183862411
g3058,0.654849306,-1.378565815,0.183858628
g3059,0.654959844,0.364272482,0.183785326
g3060,0.654964728,1.858800456,0.183782088
g3061,0.655383932,-0.466777796,0.18350421
g3062,0.655700617,-0.235211721,0.183294408
g3063,0.65584414,-0.260546846,0.183199358
g3064,0.656002314,-0.688649075,0.183094629
g3065,0.656604108,0.449459951,0.182696404
g3066,0.657949765,-0.176138479,0.181807264
g3067,0.658124468,-0.578080933,0.181691963
g3068,0.658983602,-0.218048408,0.181125392
g3069,0.65951468,-0.21904251,0.180775533
g3070,0.659577536,-0.446441584,0.180734144
g3071,0.660037849,0.441069503,0.18043116
g3072,0.660754515,-0.212981308,0.179959861
g3073,0.660862714,0.326631913,0.17988875
g3074,0.660932324,-0.131316706,0.179843008
g3075,0.661062932,0.522217206,0.179757194
g3076,0.661219238,-0.204407936,0.179654519
g3077,0.661315039,-0.294445023,0.179591601
g3078,0.661412729,-0.657209751,0.179527451
g3079,0.661563112,-0.167811011,0.179428719
g3080,0.661810642,-0.179938402,0.179266254
g3081,0.66208059,-0.332037547,0.179089144
g3082,0.662099007,2.168910317,0.179077063
g3083,0.662154595,1.01023468,0.179040603
g3084,0.66221657,-0.325488687,0.178999957
g3085,0.662218368,0.326631913,0.178998777
g3086,0.662966028,-0.0215559,0.178508725
g3087,0.663119123,-1.143271965,0.178408448
g3088,0.663297341,0.212959723,0.178291744
g3089,0.663357153,0.270420141,0.178252583
g3090,0.663925511,-0.209172439,0.177880643
g3091,0.664425791,0.070575813,0.177553518
g3092,0.66494748,-2.880459777,0.177212656
g3093,0.665425304,1.394529837,0.176900688
g3094,0.665482242,0.674600817,0.176863529
g3095,0.665553538,-0.33383126,0.176817004
g3096,0.665565246,1.43974054,0.176809364
g3097,0.665573676,0.340216534,0.176803863
g3098,0.666040451,-0.781968167,0.176499394
g3099,0.666102535,-0.187356402,0.176458914
g3100,0.666195155,-0.804505213,0.17639853
g3101,0.66633961,1.973220789,0.17630437
g3102,0.666935673,0.4470279,0.175916052
g3103,0.667030194,-0.174566526,0.175854507
g3104,0.667112959,0.620998295,0.175800623
g3105,0.6672459,-0.301558728,0.175714086
g3106,0.667528727,-0.092058734,0.17553004
g3107,0.668169686,-0.379833762,0.175113232
g3108,0.668539243,-0.144028478,0.174873095
g3109,0.668599544,0.167461011,0.174833924
g3110,0.669201306,-0.186057061,0.17444322
g3111,0.669291903,0.188809824,0.174384429
g3112,0.669513427,-0.11506006,0.174240709
g3113,0.669568265,0.17730366,0.174205138
g3114,0.669839734,0.744243581,0.174029094
g3115,0.670134424,1.517626167,0.173838072
g3116,0.670201933,-0.855159282,0.173794324
g3117,0.670623814,-0.681656242,0.173521029
g3118,0.67071102,-0.18815987,0.173464558
g3119,0.670773958,-1.180183322,0.173423807
g3120,0.671173838,-0.467051824,0.17316498
g3121,0.671204406,-2.105933451,0.173145201
g3122,0.671381749,0.402255547,0.173030469
g3123,0.67184032,1.628862354,0.172733936
g3124,0.671877596,0.009255074,0.17270984
g3125,0.672170307,1.094843063,0.172520676
g3126,0.672816717,-0.556323534,0.172103226
g3127,0.673271864,-0.180473856,0.171809534
g3128,0.673386818,-0.24327406,0.171735389
g3129,0.673560395,-1.355406155,0.171623457
g3130,0.673774828,-0.427176753,0.171485218
g3131,0.674444061,0.476520673,0.171054065
g3132,0.674756874,-0.271517766,0.170852682
g3133,0.67479469,-0.421585432,0.170828344
g3134,0.675314772,0.297632609,0.17049375
g3135,0.675664234,-0.233410353,0.17026907
g3136,0.675824215,0.272769725,0.170166251
g3137,0.676149661,-0.128878542,0.169957165
g3138,0.676364334,-2.219143794,0.169819302
g3139,0.676401644,-0.336681167,0.169795346
g3140,0.676683946,-0.316877397,0.169614127
g3141,0.677089081,0.220945966,0.16935419
g3142,0.677180105,-0.419664682,0.16929581
g3143,0.677570635,0.414879629,0.169045424
g3144,0.677616918,0.221614036,0.16901576
g3145,0.67767272,-0.354756739,0.168979997
g3146,0.677718231,-0.336452518,0.168950831
g3147,0.677824731,-0.590765464,0.16888259
g3148,0.677832596,-0.800901092,0.16887755
g3149,0.677920949,-0.179987263,0.168820945
g3150,0.678106227,-0.351546743,0.168702268
g3151,0.678291118,-0.445111036,0.16858387
g3152,0.678292734,-0.237695649,0.168582835
g3153,0.678382447,-0.437837551,0.168525398
g3154,0.678743497,-0.274736802,0.168294318
g3155,0.679217992,0.619064646,0.167990818
g3156,0.679867326,0.14620291,0.16757583
g3157,0.679963387,0.101130231,0.167514471
g3158,0.68001065,-0.570796488,0.167484286
g3159,0.680290086,-1.284133656,0.167305858
g3160,0.680447026,0.227759023,0.16720568
g3161,0.680823539,-1.216219871,0.166965437
g3162,0.680858497,0.19066258,0.166943138
g3163,0.68095055,0.16917195,0.166884425
g3164,0.68119235,-0.832083582,0.166730238
g3165,0.681202551,-0.979320858,0.166723734
g3166,0.681617052,-0.181104084,0.166459553
g3167,0.68170738,-1.057729486,0.166402004
g3168,0.681761924,-0.212964246,0.166367258
g3169,0.682087532,0.309933189,0.166159889
g3170,0.682390577,0.410197883,0.165966979
g3171,0.682651618,1.349970353,0.165800876
g3172,0.68282143,-0.667859782,0.165692857
g3173,0.682917555,-0.427842176,0.165631723
g3174,0.683033238,-0.148310244,0.165558162
g3175,0.683093039,1.659977175,0.16552014
g3176,0.683153246,0.500832956,0.165481864
g3177,0.683187546,0.415984101,0.165460059
g3178,0.6832474,-0.250608372,0.165422012
g3179,0.683654402,-0.008965267,0.165163385
g3180,0.683734978,-0.792809205,0.165112202
